Line #,Key,en Version,ka Translation
117,ka.mailer.notification.story_collaboration.message,"You have received the following invitations to collaborate on stories with other people on Chai Khana. If you would like to accept the invitation, simply click the 'Accept the Invitation' link. If you want to decline this invitation, no action is needed on your part.","თქვენ მოწვეული ხართ, რათა მონაწილეობა მიიღოთ ამბის შექმნაში სხვა ადამიანებთან ერთად “სთორიბილდერზე”. თუ გსურთ, მიიღოთ მოწვევა, უბრალოდ დააჭირეთ ბმულს 'მოწვევის მიღება'. თუ არ გსურთ მონაწილეობა, უპასუხოდ დატოვეთ მოწვევა."
118,ka.mailer.notification.story_collaboration.from,From,ვისგან
119,ka.mailer.notification.story_collaboration.role,Role,Role
120,ka.mailer.notification.story_collaboration.story_title,Story Title,ამბის სათაური
121,ka.mailer.notification.story_collaboration.msg,Message,გზავნილი
122,ka.mailer.notification.story_collaboration.accept_link,Accept the Invitation,მოწვევის მიღება
123,ka.mailer.notification.story_collaboration.all_invitations,View all of your Chai Khana collaboration invitations.,იხილეთ ყველა მოწვევა “სთორბილიდერზე” ამბების თანაავტორობის შესახებ.
124,ka.mailer.notification.processed_videos.subject,Your videos on Chai Khana have been processed!,თქვენი ვიდეოები დამუშავებულია.
125,ka.mailer.notification.processed_videos.message,The following stories of yours have videos that have completed processing:,"ეს ამბები შეიცავს ვიდეო ფაილებს, რომელთა დამუშავებაც დასრულებულია."
126,ka.mailer.notification.processed_videos.story_title,Story:,ამბის სათაური:
127,ka.mailer.notification.processed_videos.status,Video Processing Status: %{processed} of %{total} completed,ვიდეოს დამუშავების სტატუსი: %{total}-დან %{processed} დამუშავებულია
128,ka.mailer.notification.processed_videos.processed,Videos Processed:,ვიდეო დამუშავებულია:
129,ka.mailer.notification.processed_videos.not_processed,Videos Still Processing:,ვიდეო დამუშავების პროცესშია:
130,ka.mailer.notification.processed_videos.none_processed,No vidoes have been processed.,არცერთი ვიდეო არ არის დამუშავებული
131,ka.mailer.notification.processed_videos.none_processing,All videos have been processed!,ყველა ვიდეო დამუშავებულია
132,ka.mailer.notification.processed_video_errors.subject,Videos on Chai Khana have processing errors!,“სთორიბილდერზე” ვიდეოების დამუშავებისას დაფიქსირდა ხარვეზი! 
133,ka.mailer.notification.processed_video_errors.message,The following videos had errors while being processed:,შემდეგი ვიდეოებისას დამუშავებისას დაფიქსირდა ხარვეზი:
134,ka.mailer.notification.processed_video_errors.story_id,Story ID,ამბის ID
135,ka.mailer.notification.processed_video_errors.asset_id,Asset ID,ფაილის ID
136,ka.mailer.notification.processed_video_errors.path,URL of Video,ვიდეოს ბმული
137,ka.helpers.actions,Actions,მოქმედება
138,ka.helpers.links.admin,Admin Section,ადმინისტრატორის განყოფილება
139,ka.helpers.links.edit,Edit,შეცვლა
140,ka.helpers.links.confirm,Are you sure?,დარწმუნებული ხართ?
141,ka.helpers.links.destroy,Delete,წაშლა
142,ka.helpers.links.new,New,ახალი
143,ka.helpers.links.list,View All,ყველას ნახვა
144,ka.helpers.links.back,View All,ყველას ნახვა
145,ka.helpers.links.cancel,Cancel,გაუქმება
146,ka.helpers.links.reset,Reset,საწყის კონფიგურაციაზე დაბრუნება
147,ka.helpers.links.view,View,ნახვა
148,ka.helpers.links.sign_in_facebook,Sign in with Facebook,Facebook-ით შესვლა
149,ka.helpers.links.edit_story,Edit Story Settings,ამბის პარამეტრების რედაქტირება
150,ka.helpers.links.delete_story,Delete Story,ამბის წაშლა
151,ka.helpers.links.admin_story,Edit Content,კონტენტის რედაქტირება
152,ka.helpers.links.publish_story,Publish Story,ამბის გამოქვეყნება
153,ka.helpers.links.forgot_password,Forgot Password?,დაგავიწყდათ პაროლი?
154,ka.helpers.links.change_password,Change Your Password,პაროლის შეცვლა
155,ka.helpers.links.change_password2,Change Password,პაროლის შეცვლა
156,ka.helpers.links.password_reset,Reset Password,პაროლის აღდგენა
157,ka.helpers.links.sign_in2,Sign In,შესვლა
158,ka.helpers.links.sign_in,Already have an account?,უკვე გაქვთ ანგარიში?
159,ka.helpers.links.sign_up2,Sign Up,რეგისტრაცია
160,ka.helpers.links.sign_up_question,Not a member yet?,არ გაქვთ ანგარიში?
161,ka.helpers.links.sign_up,Register now,დარეგისტრირდით
162,ka.helpers.links.sign_up_title,Join Chai Khana,შემოგვიერთდი “სთორიბილდერზე”
163,ka.helpers.links.sign_out,Sign Out,გასვლა
164,ka.helpers.links.sign_in_provider,Sign in with %{provider},შესვლა %{provider}-ით
165,ka.helpers.links.sign_up_provider,Sign up with %{provider},დარეგისტრირდით  %{provider}-ით
166,ka.helpers.links.sign_in_local_or_provider,or log in with your email and password,ან შეიყვანეთ თქვენი ელ. ფოსტა და პაროლი
167,ka.helpers.links.reset_or_sign_in,sign in with facebook or reset your password,შედით facebook-ით ან შეცვალეთ პაროლი
168,ka.helpers.links.add_story,Add Story,ამბის დამატება
169,ka.helpers.links.users,Users,მომხმარებლები
170,ka.helpers.links.authors,Authors,Authors
171,ka.helpers.links.feedback,Feedback,მოგვწერე
172,ka.helpers.links.about,About,შესახებ
173,ka.helpers.links.rss,RSS,RSS
174,ka.helpers.links.themes,Themes,Themes
175,ka.helpers.links.story_types,Types,Types
176,ka.helpers.links.languages,Languages,ენები
177,ka.helpers.links.follow,Follow,თვალყურის დევნება
178,ka.helpers.links.facebook,Facebook,Facebook
179,ka.helpers.links.twitter,Twitter,Twitter
180,ka.helpers.links.youtube,YouTube,YouTube
181,ka.helpers.links.subscribe,Subscribe,Subscribe
182,ka.helpers.links.user_settings,Settings,პარამეტრები
183,ka.helpers.links.like,Like,მოწონება
184,ka.helpers.links.likes,Likes,მოწონება
185,ka.helpers.links.comments,Comment on this story,კომენტარები ამ ამბავზე
186,ka.helpers.links.views,%{num} views,%{num} წაკითხვა
187,ka.helpers.links.tags,Tags,თეგი
188,ka.helpers.links.menu,Menu,მენიუ
189,ka.helpers.links.pages,Edit Text on Site,საიტზე ტექსტის რედაქტირება
190,ka.helpers.links.next,Next,Next
191,ka.helpers.links.story_menu.link.story,Story,Story
192,ka.helpers.links.story_menu.link.story_settings,Story Settings,Story Settings
193,ka.helpers.links.story_menu.link.collaborators,Collaborators,თანაავტორები
194,ka.helpers.links.story_menu.link.preview,Preview,ნახვა
195,ka.helpers.links.story_menu.link.publish,Publish,გამოქვეყნება
196,ka.helpers.links.story_menu.link.unpublish,Unpublish,გამოყვეყნების გაუქმება
197,ka.helpers.links.story_menu.link.review,Private URL,არასაჯარო ბმული
198,ka.helpers.links.story_menu.link.clone,Clone,კლონირება
199,ka.helpers.links.story_menu.link.export,Download,ჩამოტვირთვა
200,ka.helpers.links.story_menu.link.delete_story,Delete,წაშლა
201,ka.helpers.links.story_menu.link.translations,Translations,Translations
202,ka.helpers.links.story_menu.title.story,Edit your story,Edit your story
203,ka.helpers.links.story_menu.title.story_settings,"Edit story title, authors, URL, summary, thumbnail, language, tags and/or categories, content etc.","ამბის სათაურის, ავტორების, ბმულის, მოკლე შინაარსის, ესკიზის, ენის, თეგების და/ან კატეგორიების რედაქტირება"
204,ka.helpers.links.story_menu.title.collaborators,Manage which users have access to edit your story,"განსაზღვრეთ, რომელ მომხმარებელს შეუძლია თქვენი ამბის რედაქტირება"
205,ka.helpers.links.story_menu.title.preview,See how your story looks,"ნახეთ, როგორ გამოიყურება თქვენი ამბავი"
206,ka.helpers.links.story_menu.title.publish,Make your story viewable to the world,აჩვენეთ თქვენი ამბავი მსოფლიოს
207,ka.helpers.links.story_menu.title.unpublish,Make your story NOT viewable to the world,აღარ აჩვენოთ თქვენი ამბავი მსოფლიოს
208,ka.helpers.links.story_menu.title.review,URL to share this story before publishing,გაუზიარეთ ეს ამბავი სხვებს ამბის გამოქვეყნებამდე
209,ka.helpers.links.story_menu.title.clone,Copy this story into a new story,შექმენით ამ ამბის ასლი
210,ka.helpers.links.story_menu.title.export,Download the complete story,მთლიანი ამბის ჩამოტვირთვა
211,ka.helpers.links.story_menu.title.delete_story,Deleting a story cannot be undone,წაშალეთ ამბავი. ამბის აღდგენა არ იქნება შესაძლებელი
212,ka.helpers.links.story_menu.title.translations,Translate your story into other languages,Translate your story into other languages
213,ka.helpers.titles.new,New %{model},ახალი %{model}
214,ka.helpers.titles.edit,Edit %{model},შეცვლა %{model}
215,ka.helpers.titles.story_list,My Stories,ჩემი ამბები
216,ka.helpers.hints.nickname,"Your nickname is used in the URL to your published stories (e.g., nickname/story-title)","თქვენი სახელი გამოყენებულია თქვენ მიერ გამოქვეყნებული ამბების ბმულში (მაგ., სახელი/ამბის-სათაური)"
217,ka.helpers.hints.local_avatar,Image that is shown in the header bar and on your user page (png and jpg only).,"ფოტო, რომელიც გამოჩნდება თქვენი გვერდის ზედა სექციაში (მხოლოდ png და jpg)."
218,ka.helpers.hints.avatar,Image that is shown on the Author's page (png and jpg only).,Image that is shown on the Author's page (png and jpg only).
219,ka.helpers.hints.like,Like this story,მოიწონეთ ამბავი
220,ka.helpers.hints.unlike,Unlike this story,აღარ მომწონს ეს ამბავი
221,ka.helpers.hints.staff_pick,Select as Staff Pick,რჩეულებში დამატება
222,ka.helpers.hints.staff_unpick,Unselect as Staff Pick,რჩეულებიდან ამოშლა
223,ka.helpers.hints.is_staff_pick,Staff Pick,რჩეული
224,ka.helpers.hints.clone_asset,"If checked, the file to the left will be used for this translation","If checked, the file to the left will be used for this translation"
225,ka.app.language.en,English,English
226,ka.app.language.ka,ქართული,ქართული
227,ka.app.language.hy,Հայերեն,Հայերեն
228,ka.app.language.ru,Русский,Русский
229,ka.app.language.az,Azərbaycan,Azərbaycan
230,ka.app.buttons.back,View All,იხილეთ ყველა
231,ka.app.buttons.list,View All,იხილეთ ყველა
232,ka.app.buttons.admin,Admin Section,ადმინისტრატორის განყოფილება
233,ka.app.buttons.delete,Delete,წაშლა
234,ka.app.buttons.edit,Edit,შეცვლა
235,ka.app.buttons.show,Show,ჩვენება
236,ka.app.buttons.cancel,Cancel,გაუქმება
237,ka.app.buttons.update,Update,განახლება
238,ka.app.buttons.save,Save,შენახვა
239,ka.app.buttons.save_and_next,Save & Next,Save & Next
240,ka.app.buttons.create,Create,შექმნა
241,ka.app.buttons.reset,Reset,საწყის კონფიგურაციაზე დაბრუნება
242,ka.app.buttons.remove,Remove,ამოშლა
243,ka.app.buttons.confirm,Are you sure?,დარწმუნებული ხართ?
244,ka.app.buttons.new,New,ახალი
245,ka.app.buttons.add_section,Add Section,ახალი სექცია
246,ka.app.buttons.add_item,Add Item into Section,განყოფილებაში პუნქტის დამატება
247,ka.app.buttons.up,Move Selected Section/Item Up,არჩეული განყოფილების/პუნქტის ზემოთ ატანა
248,ka.app.buttons.down,Move Selected Section/Item Down,არჩეული განყოფილების/პუნქტის ქვემოთ ჩამოტანა
249,ka.app.buttons.delete_item,Delete Selected Section/Item,არჩეული განყოფილების/პუნქტის წაშლა
250,ka.app.buttons.preview,Preview,ნახვა
251,ka.app.buttons.preview_image,Preview Image,სურათის ნახვა
252,ka.app.buttons.preview_video,Preview Video,ვიდეოს ნახვა
253,ka.app.buttons.preview_audio,Listen To Audio,აუდიოს მოსმენა
254,ka.app.buttons.publish,Publish,გამოქვეყნება
255,ka.app.buttons.unpublish,Unpublish,გამოყვეყნების გაუქმება
256,ka.app.buttons.clone,Copy this story into a new story,კლონირება
257,ka.app.buttons.export,Download the complete story,მთლიანი ამბის ჩამოტვირთვა
258,ka.app.buttons.scroll,Scroll,დასქროლე
259,ka.app.buttons.reviewer_key,Get URL to share this story before publishing,"მიიღეთ URL, რათა გააზიაროთ ამბავი მის გამოქვეყნებამდე"
260,ka.app.buttons.reviewer_key_published,Your story is published so there is no need to share this non-published URL,"თქვენი ამბავი გამოქვეყნებულია, აღარაა საჭირო ამ ბმულის გამოყენება"
261,ka.app.buttons.explore,Explore,დაათვალიერე
262,ka.app.common.app_name_not_trans,Chai Khana,Chai Khana
263,ka.app.common.app_name,Chai Khana,“Chai Khana”
264,ka.app.common.app_intro,Chai Khana is an NGO that provides cross-border journalistic trainings and online publishing for issue-based multi-media coverage in the South Caucasus region.,Chai Khana is an NGO that provides cross-border journalistic trainings and online publishing for issue-based multi-media coverage in the South Caucasus region.
265,ka.app.common.app_intro_meta,Chai Khana is an NGO that provides cross-border journalistic trainings and online publishing for issue-based multi-media coverage in the South Caucasus region.,Chai Khana is an NGO that provides cross-border journalistic trainings and online publishing for issue-based multi-media coverage in the South Caucasus region.
266,ka.app.common.powered_by,Powered by,შექმნილია
267,ka.app.common.powered_by_js,Jumpstart Georgia,“ჯამპსტარტ ჯორჯიას”
268,ka.app.common.powered_by_end,"", მიერ
269,ka.app.common.embed_slogan,Build your story with Chai Khana,შექმენი შენი ამბავი “Chai Khanaთ”
270,ka.app.common.added_on,Added on: %{date},დამატებულია: %{date}
271,ka.app.common.last_sign_in,Logged in last: %{date},Logged in last: %{date}
272,ka.app.common.admin,Admin,ადმინისტრატორი
273,ka.app.common.sign_out,Sign Out,გასვლა
274,ka.app.common.jumpstart,JumpStart Georgia,ჯამპსტარტ ჯორჯია
275,ka.app.common.js_link_title,JumpStart Georgia - We communicate data better!,ჯამპსტარტ ჯორჯია - ჩვენ გაწვდით მონაცემებს უკეთ!
276,ka.app.common.js_link_text,Built by,აგებულია
277,ka.app.common.search,Search for Story ...,ამბის მოძებნა
278,ka.app.common.build,Build Story,ამბის შექმნა
279,ka.app.common.explore,Explore Stories,ამბების დათვალიერება
280,ka.app.common.about_story,About,შესახებ
281,ka.app.common.likes,Likes,მოწონება
282,ka.app.common.comments,Comments,კომენტარები
283,ka.app.common.publish_date,Publish Date,გამოქვეყნების თარიღი
284,ka.app.common.follow,Follow,თვალყურის დევნება
285,ka.app.common.following,Following,თვალყურის დევნება
286,ka.app.common.follow_link_title,Click to receive notifications whenever this user publishes new stories,"დააჭირეთ, რათა მიიღოთ შეტყობინება, როდესაც ეს მომხმარებელი გამოაქვეყნებს ახალ ამბავს"
287,ka.app.common.unfollow_link_title,Click to stop receiving notifications whenever this user publishes new stories,"დააჭირეთ, რათა შეწყვიტოთ შეტყობინების მიღება, როდესაც ეს მომხმარებელი გამოაქვეყნებს ახალ ამბავს"
288,ka.app.common.email,Email,ელ. ფოსტა
289,ka.app.common.views,Views,ნახვა
290,ka.app.common.permalink,Permalink,მუდმივი ბმული
291,ka.app.common.shortened_url,Short URL,მოკლე ბმული
292,ka.app.common.share_story,Share this story,ამბის გაზიარება
293,ka.app.common.share_facebook,Share on Facebook,Facebook-ზე გაზიარება
294,ka.app.common.share_twitter,Share on Twitter,Twitter-ზე გაზიარება
295,ka.app.common.share,Share,გაზიარება
296,ka.app.common.staff_pick,Staff Pick,რჩეული
297,ka.app.common.wide,wide,(სიგანე)
298,ka.app.common.partial,Link to Story,ამბის ბმული
299,ka.app.common.partial_text,"Embed a link to the story that has the same look as the story links on the home page of Chai Khana (image, title, author, etc)","გამოიყენე ისეთი ჩასასმელი ბმული, რომელსაც აქვს იგივე სახე, რაც ამბებს “Chai Khanaს” საწყის გვერდზე (ფოტო, სათაური, ავტორი, თარიღი, და ა.შ.)"
300,ka.app.common.full,Full Story,სრული ამბავი
301,ka.app.common.full_text,Embed the complete story on another website. We suggest you make the width as large as possible to produce the best look.,"გადაიტანე ამბის სრული ვერსია სხვა საიტზე. ჩვენ გირჩევთ, გამოიყენოთ მაქსიმალური სიგანე, რათა მიიღოთ უკეთესი გამოსახულება."
302,ka.app.common.feed,Chai Khana Feed Channel,“Chai Khanaს” Feed Channel
303,ka.app.common.home,Home,მთავარი
304,ka.app.common.required,Required,სავალდებულო
305,ka.app.common.nothing_selected,Nothing Selected,არ არის არჩეული
306,ka.app.common.clone_asset,Use the original file?,Use the original file?
307,ka.app.msgs.does_not_exist,You tried to access a page that does not exist.,"თქვენ ცდილობთ ისეთი გვერდის ნახვას, რომელიც არ არსებობს."
308,ka.app.msgs.not_authorized,You are not authorized to view that page.,თქვენ არ გაქვთ ამ გვერდის ნახვის უფლება.
309,ka.app.msgs.success_created,%{obj} was successfully created.,%{obj} შექმნილია.
310,ka.app.msgs.success_updated,%{obj} was successfully updated.,%{obj} განახლებულია.
311,ka.app.msgs.success_publish,%{obj} was successfully published.,%{obj} გამოქვეყნებულია.
312,ka.app.msgs.success_unpublish,%{obj} was successfully unpublished.,%{obj}ის გამოქვეყნება გაუქმებულია.
313,ka.app.msgs.success_clone,%{obj} was successfully cloned to %{to}.,%{obj}-ის კლონი შექმნილია: %{to}.
314,ka.app.msgs.error_created,%{obj} wasn't created: %{err},%{obj} არ შექმნილა: %{err}
315,ka.app.msgs.error_updated,%{obj} wasn't updated: %{err},%{obj} არ განახლებულა: %{err}
316,ka.app.msgs.error_publish,%{obj} wasn't published: %{err},%{obj} არ გამოქვეყნებულა: %{err}
317,ka.app.msgs.error_publish_missing_fields,%{obj} can't be published until you provide a summary and thumbnail image.,"%{obj} ვერ  გამოქვეყნებული, სანამ არ დაამატებთ მოკლე შინაარსს და ფოტოს."
318,ka.app.msgs.error_publish_missing_fields_link,Add the missing content.,დაამატეთ გამოტოვებული კონტენტი.
319,ka.app.msgs.error_publish_missing_content_section,At least one section required.,ამბის გამოქვეყნებისთვის აუცილებელია სულ მცირე ერთი სექცია.
320,ka.app.msgs.error_unpublish,%{obj} wasn't unpublished: %{err},%{obj} გამოქვეყნება გაუქმებულია: %{err}
321,ka.app.msgs.error_clone,%{obj} wasn't cloned.,%{obj} კლონირება ვერ გაკეთდა.
322,ka.app.msgs.error_clone_notification,Error occurred while cloning story: %{msg},Error occurred while cloning story: %{msg}
323,ka.app.msgs.error_export,Story can't be downloaded.,ამბის ჩამოტვირთვა შეუძლებელია
324,ka.app.msgs.error_get_data,The selected item could not be found,არჩეული ერთეული ვერ მოიძებნა
325,ka.app.msgs.select_section,Please select a Section first in order to add an Item,"ერთეულის დამატებამდე, გთხოვთ, აირჩიოთ სექცია"
326,ka.app.msgs.staff_pick,The story has been selected as a Staff Pick,ამბავი რჩეულში იქნა დამატებული
327,ka.app.msgs.staff_unpick,The story has been unselected as a Staff Pick,ამბავი დაემატა რჩეულებს
