[1] "_merge || 1 || master only (1)"
[1] "raioni || 43 || telavi"
[1] "raioni || 44 || kvareli"
[1] "raioni || 45 || mtskheta"
[1] "raioni || 46 || dusheti"
[1] "raioni || 47 || tianeti"
[1] "raioni || 48 || kazbegi"
[1] "raioni || 49 || bolnisi"
[1] "raioni || 51 || dmanisi"
[1] "raioni || 52 || gardabani"
[1] "raioni || 53 || marneuli"
[1] "raioni || 54 || rustavi"
[1] "raioni || 55 || tetritskaro"
[1] "raioni || 56 || tsalka"
[1] "raioni || 57 || adigeni"
[1] "raioni || 58 || aspindza"
[1] "raioni || 59 || akhalcikhe"
[1] "raioni || 60 || akhalqalaqi"
[1] "raioni || 61 || bakuriani"
[1] "raioni || 62 || borjomi"
[1] "raioni || 63 || ninotsminda"
[1] "raioni || 64 || abasha"
[1] "raioni || 65 || chkhorotsku"
[1] "raioni || 66 || poti"
[1] "raioni || 67 || martvili"
[1] "raioni || 68 || senaki"
[1] "raioni || 69 || tsalenjikha"
[1] "raioni || 70 || khobi"
[1] "raioni || 71 || zugdidi"
[1] "raioni || 72 || gori"
[1] "raioni || 73 || kaspi"
[1] "raioni || 74 || qareli"
[1] "raioni || 75 || khashuri"
[1] "raioni || 888 || devliTa dasaxleba"
[1] "sakrebul || 1 || qechda,dandalo, jalabashvilebi"
[1] "sakrebul || 2 || qobuleti, bobokvati"
[1] "sakrebul || 3 || qobuleti, chaqvi"
[1] "sakrebul || 4 || qobuleti,a dagva"
[1] "sakrebul || 5 || qobuleti, kokhi"
[1] "sakrebul || 6 || qobuleti, ochkhamuri"
[1] "sakrebul || 7 || qobuleti, khala"
[1] "sakrebul || 8 || qobuleti, khucubani"
[1] "sakrebul || 9 || shuakhevi, khomleTi, buTurauli"
[1] "sakrebul || 10 || khelvachauri gonio"
[1] "sakrebul || 11 || khelvachauri, kakhaberi"
[1] "sakrebul || 12 || khelvachauri, kvariaTi"
[1] "sakrebul || 13 || khelvachauri, makho"
[1] "sakrebul || 14 || khelvachauri, makhvilauri"
[1] "sakrebul || 15 || khelvachauri, orTabaTumi"
[1] "sakrebul || 16 || khelvachauri, sameba"
[1] "sakrebul || 17 || khelvachauri, sharabiZeebi"
[1] "sakrebul || 18 || khelvachauri, sarfi"
[1] "sakrebul || 19 || khelvachauri, winsvla"
[1] "sakrebul || 20 || khulo, dekanashvilebi"
[1] "sakrebul || 21 || khulo, fushrukauli"
[1] "sakrebul || 22 || khulo, mTisubani"
[1] "sakrebul || 23 || chokhatauri,  bukiscikhe"
[1] "sakrebul || 24 || chokhatauri, dablacikhe"
[1] "sakrebul || 25 || chokhatauri, ganakhleba"
[1] "sakrebul || 26 || chokhatauri, gogolesubani"
[1] "sakrebul || 27 || chokhatauri, shua farckhma"
[1] "sakrebul || 28 || lanchkhuTi sufsa"
[1] "sakrebul || 29 || lanchkhuTi, gaguri"
[1] "sakrebul || 30 || lanchkhuTi, nigoiTi"
[1] "sakrebul || 31 || lanchkhuTi, qvemo shukhuTi"
[1] "sakrebul || 32 || lanchkhuTi, shukhuTi"
[1] "sakrebul || 33 || lanchkhuTi, Wkonagora"
[1] "sakrebul || 34 || lanchkhuTi, zemo akeTi"
[1] "sakrebul || 35 || ozurgeTi, dvabzu"
[1] "sakrebul || 36 || ozurgeTi, likhauri, niaburi"
[1] "sakrebul || 37 || ozurgeTi, qvemo natanebi"
[1] "sakrebul || 38 || ozurgeTi, shroma"
[1] "sakrebul || 39 || ozurgeTi, zeda bakhvi"
[1] "sakrebul || 40 || ozurgeTi, zemo natanebi"
[1] "sakrebul || 41 || ambrolauri, baji"
[1] "sakrebul || 42 || ambrolauri, kachaeTi"
[1] "sakrebul || 43 || ambrolauri, nikorwminda"
[1] "sakrebul || 44 || ambrolauri, wesi"
[1] "sakrebul || 45 || baRdaTi, dimi"
[1] "sakrebul || 46 || baRdaTi, I obcha"
[1] "sakrebul || 47 || baRdaTi, II ofcha"
[1] "sakrebul || 48 || baRdaTi, tsitelkhevi"
[1] "sakrebul || 49 || cageri, chkhuteli, doRurashi"
[1] "sakrebul || 50 || cageri, okureshi"
[1] "sakrebul || 51 || cageri,Rvarishi"
[1] "sakrebul || 52 || sachkhere, argveTi, ckhami"
[1] "sakrebul || 53 || sachkhere, sairkhe"
[1] "sakrebul || 54 || sachkhere, sareki"
[1] "sakrebul || 55 || sachkhere, Wala, perevi"
[1] "sakrebul || 56 || samtredia ianeTi"
[1] "sakrebul || 57 || samtredia, didi jikhaishi"
[1] "sakrebul || 58 || samtredia, gomi"
[1] "sakrebul || 59 || samtredia, Raniri"
[1] "sakrebul || 60 || Terjola rufoTi"
[1] "sakrebul || 61 || Terjola, bardubani"
[1] "sakrebul || 62 || Terjola, qv. alisubani"
[1] "sakrebul || 63 || Terjola, qv. simoneTi"
[1] "sakrebul || 64 || Terjola, Tuzi"
[1] "sakrebul || 65 || tkibuli,   jonia"
[1] "sakrebul || 66 || tkibuli,  naboslevi"
[1] "sakrebul || 67 || tkibuli, akhaldaba"
[1] "sakrebul || 68 || tkibuli, gad.wkalwiTela"
[1] "sakrebul || 69 || tkibuli, ivaneuli"
[1] "sakrebul || 70 || tkibuli, mukhura"
[1] "sakrebul || 71 || tkibuli, orpiri"
[1] "sakrebul || 72 || tkibuli, khresili"
[1] "sakrebul || 73 || tkibuli, zeda  Wkepi"
[1] "sakrebul || 74 || vani, gora"
[1] "sakrebul || 75 || vani, miqelefoni"
[1] "sakrebul || 76 || vani, qv. gora"
[1] "sakrebul || 77 || vani, sulori"
[1] "sakrebul || 78 || vani, zeda. gora"
[1] "sakrebul || 79 || WiaTura, bJinevi"
[1] "sakrebul || 80 || WiaTura, nigozeTi, usakhelo"
[1] "sakrebul || 81 || WiaTura, wkalshavi"
[1] "sakrebul || 82 || WiaTura, khreiTi"
[1] "sakrebul || 83 || wkaltubo, ckhunkari, kumisTavi"
[1] "sakrebul || 84 || wyaltubo, farckhanakanebi"
[1] "sakrebul || 85 || wkaltubo, jimastari"
[1] "sakrebul || 86 || wkaltubo, mukhiani"
[1] "sakrebul || 87 || wkaltubo, ofshkviTi"
[1] "sakrebul || 88 || wkaltubo, qveda meskheTi"
[1] "sakrebul || 89 || wkaltubo,gumaTi"
[1] "sakrebul || 90 || kharagauli, sargveshi"
[1] "sakrebul || 91 || kharagauli, wkalaforeTi"
[1] "sakrebul || 92 || kharagauli, khunevi, gedsamania"
[1] "sakrebul || 93 || khoni,qutiri, gvazauri"
[1] "sakrebul || 94 || zestafoni, dilikauri"
[1] "sakrebul || 95 || zestafoni, sazano"
[1] "sakrebul || 96 || akhmeta, mataani"
[1] "sakrebul || 97 || akhmeta, oJio"
[1] "sakrebul || 98 || akhmeta, qistauri"
[1] "sakrebul || 99 || akhmeta, qvemo alvani"
[1] "sakrebul || 100 || akhmeta, zemo alvani"
[1] "sakrebul || 101 || akhmeta, zemo khodasheni"
[1] "sakrebul || 102 || d.wkaro, z.machkhaani,  mirzaani"
[1] "sakrebul || 103 || dedofliswkaro,  jafariZe,"
[1] "sakrebul || 104 || dedofliswkaro, arboshiki"
[1] "sakrebul || 105 || dedofliswkaro, qv.qedi"
[1] "sakrebul || 106 || gurjaani, akhasheni"
[1] "sakrebul || 107 || gurjaani, chumlaki"
[1] "sakrebul || 108 || gurjaani, kalauri"
[1] "sakrebul || 109 || gurjaani, kardenakhi"
[1] "sakrebul || 110 || gurjaani, shashiani"
[1] "sakrebul || 111 || gurjaani, veliscikhe"
[1] "sakrebul || 112 || lagodekhi, shroma"
[1] "sakrebul || 113 || lagodekhi, zemo gurgeniani"
[1] "sakrebul || 114 || sagarejo, bogdanovka"
[1] "sakrebul || 115 || sagarejo, gombori"
[1] "sakrebul || 116 || sagarejo, kakabeTi"
[1] "sakrebul || 117 || sagarejo, lambalo"
[1] "sakrebul || 118 || sagarejo, khashmi"
[1] "sakrebul || 119 || siRnaRi, saqobo"
[1] "sakrebul || 120 || siRnaRi, tibaani"
[1] "sakrebul || 121 || siRnaRi, wnori"
[1] "sakrebul || 122 || Telavi, akura"
[1] "sakrebul || 123 || Telavi, gulgula"
[1] "sakrebul || 124 || Telavi, kisiskhevi"
[1] "sakrebul || 125 || Telavi, kurdRelauri"
[1] "sakrebul || 126 || Telavi, lafankuri"
[1] "sakrebul || 127 || Telavi, nafareuli"
[1] "sakrebul || 128 || Telavi, nasamkhrali"
[1] "sakrebul || 129 || Telavi, qvemo khodasheni, busheti"
[1] "sakrebul || 130 || Telavi, vardisubani"
[1] "sakrebul || 131 || kvareli, mTisZiri"
[1] "sakrebul || 132 || kvareli, shilda"
[1] "sakrebul || 133 || mckheTa, akhalsofeli"
[1] "sakrebul || 134 || dusheTi, ananuri"
[1] "sakrebul || 135 || dusheTi, JonqaZe"
[1] "sakrebul || 136 || dusheTi, mlashe, mlashe"
[1] "sakrebul || 137 || dusheTi,fasanauri"
[1] "sakrebul || 138 || mckheTa, akhalubani"
[1] "sakrebul || 139 || mckheTa, misaqcieli, natakhtari"
[1] "sakrebul || 140 || mckheTa, mukhrani"
[1] "sakrebul || 141 || mckheTa, nichbisi, qvemo nichbisi"
[1] "sakrebul || 142 || mckheTa, qsani"
[1] "sakrebul || 143 || mckheTa, saguramo"
[1] "sakrebul || 144 || mckheTa, werovani"
[1] "sakrebul || 145 || mckheTa, wilkani"
[1] "sakrebul || 146 || shankevani"
[1] "sakrebul || 147 || TianeTi, Jebota"
[1] "sakrebul || 148 || TianeTi, sakdrioni"
[1] "sakrebul || 149 || TianeTi, sioni"
[1] "sakrebul || 150 || bolnisi, akaurTa"
[1] "sakrebul || 151 || bolnisi, mushevani"
[1] "sakrebul || 152 || bolnisi, nakhiduri, Wapala"
[1] "sakrebul || 153 || daba  kazreTi"
[1] "sakrebul || 154 || dmanisi, dagarakhlo"
[1] "sakrebul || 155 || dmanisi, gomareTi"
[1] "sakrebul || 156 || dmanisi, qvemo orozmani"
[1] "sakrebul || 157 || dmanisi, kizilajlo"
[1] "sakrebul || 158 || gardabani, aRTaqla, karaTaqla"
[1] "sakrebul || 159 || gardabani, akhalsamgori"
[1] "sakrebul || 160 || gardabani, gamarjveba"
[1] "sakrebul || 161 || gardabani, kalinino, birliki"
[1] "sakrebul || 162 || gardabani, kumisi"
[1] "sakrebul || 163 || gardabani, lemshveniera, mzianeTi"
[1] "sakrebul || 164 || gardabani, martkofi, martkofi"
[1] "sakrebul || 165 || gardabani, nazarlo"
[1] "sakrebul || 166 || gardabani, norio"
[1] "sakrebul || 167 || marneuli, algeTi"
[1] "sakrebul || 168 || marneuli, leJbadine"
[1] "sakrebul || 169 || marneuli, qafanakhchi, qeshalo"
[1] "sakrebul || 170 || marneuli, sadakhlo"
[1] "sakrebul || 171 || marneuli, shulaveri, araflo"
[1] "sakrebul || 172 || marneuli, khojorni, wopi"
[1] "sakrebul || 173 || marneuli, kachaRani"
[1] "sakrebul || 174 || marneuli, kizil_ajlo"
[1] "sakrebul || 175 || marneuli, kulari"
[1] "sakrebul || 176 || marneuli, zemo kulari"
[1] "sakrebul || 177 || marneuli,qafanakhchi, qeshalo"
[1] "sakrebul || 178 || TeTriwkaro, qosalari"
[1] "sakrebul || 179 || TeTriwkaro, samshvilde"
[1] "sakrebul || 180 || walka, burnasheTi"
[1] "sakrebul || 181 || walka, kaburi"
[1] "sakrebul || 182 || walka, kushchi"
[1] "sakrebul || 183 || adigeni, arali"
[1] "sakrebul || 184 || adigeni, mlashis zarzma"
[1] "sakrebul || 185 || adigeni, ude"
[1] "sakrebul || 186 || aspinZa, damala"
[1] "sakrebul || 187 || aspinZa, oTa"
[1] "sakrebul || 188 || aspinZa, Zveli"
[1] "sakrebul || 189 || akhalcikhe, klde"
[1] "sakrebul || 190 || akhalcikhe, patara pamaji"
[1] "sakrebul || 191 || akhalcikhe, skhvilisi"
[1] "sakrebul || 192 || akhalcikhe, wnisi"
[1] "sakrebul || 193 || akhalq. azavreTi, lomarturckhi"
[1] "sakrebul || 194 || akhalqalaqi, gomani"
[1] "sakrebul || 195 || akhalqalaqi, kirovakani"
[1] "sakrebul || 196 || akhalqalaqi, kumurdo"
[1] "sakrebul || 197 || akhalqalaqi, suldi, bozali"
[1] "sakrebul || 198 || akhalqalaqi, varevani"
[1] "sakrebul || 199 || borjomi, kimoTesubani"
[1] "sakrebul || 200 || borjomi, kvibisi"
[1] "sakrebul || 201 || ninowminda, eshtia"
[1] "sakrebul || 202 || ninowminda, ganZa, sagamo"
[1] "sakrebul || 203 || abasha ,marani"
[1] "sakrebul || 204 || chkhorowku, I WoRa"
[1] "sakrebul || 205 || martvili, abedaTi"
[1] "sakrebul || 206 || martvili, bomboTi"
[1] "sakrebul || 207 || martvili, II namikolao"
[1] "sakrebul || 208 || martvili, kurzu"
[1] "sakrebul || 209 || martvili, lekhaindrao"
[1] "sakrebul || 210 || martvili, vedidkari"
[1] "sakrebul || 211 || senaki II mokhashi"
[1] "sakrebul || 212 || senaki, I mokhashi"
[1] "sakrebul || 213 || senaki, nosiri, saodishario"
[1] "sakrebul || 214 || senaki, shua nosiri"
[1] "sakrebul || 215 || khobi, akhali khibula"
[1] "sakrebul || 216 || khobi, II gurifuli"
[1] "sakrebul || 217 || khobi, qv. jaladidi, saWoWuo"
[1] "sakrebul || 218 || khobi, Zveli khibula"
[1] "sakrebul || 219 || zugdidi, akhalabasTumani"
[1] "sakrebul || 220 || zugdidi, akhalsoflis jumi"
[1] "sakrebul || 221 || zugdidi, caishi, chkhoushi"
[1] "sakrebul || 222 || zugdidi, ingiri"
[1] "sakrebul || 223 || zugdidi, korckheli, nacatu"
[1] "sakrebul || 224 || zugdidi, Wkaduashi"
[1] "sakrebul || 225 || gori fukhaanT ubani"
[1] "sakrebul || 226 || gori variani"
[1] "sakrebul || 227 || gori, bershueTi"
[1] "sakrebul || 228 || gori, degeula"
[1] "sakrebul || 229 || gori, didi ateni"
[1] "sakrebul || 230 || gori, fukhaanT ubani"
[1] "sakrebul || 231 || gori, karaleTi"
[1] "sakrebul || 232 || gori, qemerti"
[1] "sakrebul || 233 || gori, qurTa, kekhvi"
[1] "sakrebul || 234 || gori, tirZnisi"
[1] "sakrebul || 235 || gori, tkviavi"
[1] "sakrebul || 236 || gori, variani"
[1] "sakrebul || 237 || kaspi, chobalauri"
[1] "sakrebul || 238 || kaspi, gomi"
[1] "sakrebul || 239 || kaspi, okami"
[1] "sakrebul || 240 || kaspi, khovle"
[1] "sakrebul || 241 || kaspi, zemo khandaki"
[1] "sakrebul || 242 || qareli zemo khvedureTi"
[1] "sakrebul || 243 || qareli, bebnisi"
[1] "sakrebul || 244 || qareli, dirbi"
[1] "sakrebul || 245 || khashuri, akhalsheni"
[1] "sakrebul || 246 || khashuri, didi flevi"
[1] "sakrebul || 247 || khashuri, imedaanT kari"
[1] "sakrebul || 248 || khashuri, nacargora"
[1] "sakrebul || 249 || khashuri, nadarbazevi"
[1] "sakrebul || 250 || khashuri, qemferi"
[1] "sakrebul || 251 || khashuri, qvishkheTi"
[1] "sakrebul || 252 || khashuri, surami"
[1] "sakrebul || 253 || khashuri, wromi"
[1] "sofeli || 1 || qeda,dandalo, jalabaSvilebi"
[1] "sofeli || 2 || Suaxevi, xomleTi, buTurauli"
[1] "sofeli || 3 || lanCxuTi, nigoiTi, japana"
[1] "sofeli || 4 || lanCxuTi, nigoiTi, qviani"
[1] "sofeli || 5 || ozurgeTi, lixauri, niaburi"
[1] "sofeli || 6 || ozurgeTi, Sroma, xrialeTi"
[1] "sofeli || 7 || cageri, Cxuteli, doRuraSi"
[1] "sofeli || 8 || cageri,RvariSi,nasperi"
[1] "sofeli || 9 || cageri,RvariSi,sanorCi"
[1] "sofeli || 10 || saCxere, argveTi, cxami"
[1] "sofeli || 11 || saCxere, Wala, perevi"
[1] "sofeli || 12 || samtredia, gomi, mTisZiri"
[1] "sofeli || 13 || samtredia, gomi, qv. eweri"
[1] "sofeli || 14 || samtredia, Raniri, Wagani"
[1] "sofeli || 15 || tyibuli, orpiri, mandikori"
[1] "sofeli || 16 || tyibuli, orpiri, qv Wyebi"
[1] "sofeli || 17 || tyibuli, orpiri, Suyeri"
[1] "sofeli || 18 || xaragauli, wyalaforeTi"
[1] "sofeli || 19 || xaragauli, wyalaforeTi, xoni"
[1] "sofeli || 20 || xaragauli, wyalaforeTi,patara varZi"
[1] "sofeli || 21 || xaragauli, xunevi, gedsamania"
[1] "sofeli || 23 || xoni,qutiri, gvazauri"
[1] "sofeli || 24 || d.wyaro, z.maCxaani,  mirzaani"
[1] "sofeli || 25 || gurjaani, Cumlayi, yitaani"
[1] "sofeli || 26 || lagodexi, Sroma, kavSiri"
[1] "sofeli || 27 || Telavi, qvemo xodaSeni, buSeti"
[1] "sofeli || 28 || duSeTi, ananuri, bancurTkari"
[1] "sofeli || 29 || duSeTi, ananuri, fxundavi"
[1] "sofeli || 30 || duSeTi, ananuri, SalikaanTkari"
[1] "sofeli || 31 || duSeTi, ananuri, TandilaanTkari"
[1] "sofeli || 32 || duSeTi, ananuri, zotikaanTkari"
[1] "sofeli || 33 || duSeTi, JonqaZe, dudaurebi"
[1] "sofeli || 34 || duSeTi, JonqaZe, javaxianTkari"
[1] "sofeli || 35 || duSeTi, JonqaZe, qerana"
[1] "sofeli || 36 || duSeTi, JonqaZe, velTaurTkari"
[1] "sofeli || 37 || duSeTi, JonqaZe, veZaTxevi"
[1] "sofeli || 38 || duSeTi, mlaSe, pansionati"
[1] "sofeli || 39 || mcxeTa, misaqcieli, nataxtari"
[1] "sofeli || 40 || mcxeTa, muxrani, Zveli qanda"
[1] "sofeli || 41 || mcxeTa, niCbisi, qvemo niCbisi"
[1] "sofeli || 42 || mcxeTa, qsani, cixisZiri"
[1] "sofeli || 43 || mcxeTa, wilkani, ereda"
[1] "sofeli || 44 || mcxeTa, wilkani, Zalisi"
[1] "sofeli || 45 || mcxeTa,muxrani, Zveli qanda"
[1] "sofeli || 46 || TianeTi, Jebota, mamadaanebi"
[1] "sofeli || 47 || TianeTi, Jebota, TeTraxeva"
[1] "sofeli || 48 || TianeTi, Jebota, WurWelaurebi"
[1] "sofeli || 49 || TianeTi, sioni, badaani"
[1] "sofeli || 50 || TianeTi, sioni, orxevi"
[1] "sofeli || 51 || TianeTi, sioni, sajinibo"
[1] "sofeli || 52 || bolnisi, akaurTa, focxveriani"
[1] "sofeli || 53 || dmanisi, qvemo orozmani dalari"
[1] "sofeli || 54 || dmanisi, qvemo orozmani, vake"
[1] "sofeli || 55 || gardabani, aRTaqla, yaraTaqla"
[1] "sofeli || 56 || gardabani, kalinino, birliki"
[1] "sofeli || 57 || gardabani, lemSveniera, mzianeTi"
[1] "sofeli || 58 || gardabani, martyofi, martyofi"
[1] "sofeli || 59 || marneuli, qafanaxCi, qeSalo"
[1] "sofeli || 60 || marneuli, Sulaveri, araflo"
[1] "sofeli || 61 || marneuli, xojorni, wopi"
[1] "sofeli || 62 || marneuli,qafanaxCi, qeSalo"
[1] "sofeli || 63 || axalq. azavreTi, lomarturcxi"
[1] "sofeli || 64 || ninowminda, ganZa, sagamo"
[1] "sofeli || 65 || ninowminda,eStia, yaurma"
[1] "sofeli || 66 || martvili, kurzu, dRvana"
[1] "sofeli || 67 || martvili, lexaindravo, stefasdabali"
[1] "sofeli || 68 || martvili, vediTkari, leforCxua"
[1] "sofeli || 69 || martvili, vediTkari, muxurCa"
[1] "sofeli || 70 || senaki, nosiri, saodiSario"
[1] "sofeli || 71 || xobi, qv. jaladidi, saWoWuo"
[1] "sofeli || 72 || zugdidi, caiSi, CxouSi"
[1] "sofeli || 73 || zugdidi, korcxeli, nacatu"
[1] "sofeli || 74 || gori, qurTa, kexvi"
[1] "sofeli || 75 || qareli, bebnisi, leTeTi"
[1] "sofeli || 76 || xaSuri, qviSxeTi, bulbuliscixe"
[1] "sofeli || 77 || xaSuri, qviSxeTi, monasteri"
[1] "sofeli || 78 || xaSuri, qviSxeTi, rusaan Tubani"
[1] "sofeli || 1103 || diRomi"
[1] "sofeli || 1104 || wyneTi"
[1] "sofeli || 1105 || daba kojori"
[1] "sofeli || 11005 || Sindisi"
[1] "sheivso || 1 || Yes, completely"
[1] "sheivso || 2 || Yes, partially"
[1] "sheivso || 3 || No"
[1] "a1_1 || 1 || Household Head"
[1] "a1_1 || 2 || Spouse of the Housheold Head"
[1] "a1_1 || 3 || Child and step child, or daughter/son- in-law of the Househo"
[1] "a1_1 || 4 || Parent or grandparent of the Household Head/his (her) spouse"
[1] "a1_1 || 5 || Brother or sister of the Household Head/his (her) spouse"
[1] "a1_1 || 6 || Grandchild of the Household Head/his (her) spouse"
[1] "a1_1 || 7 || Uncle or aunt, or nieces and nephews of the Household Head/h"
[1] "a1_1 || 8 || Other relative of the Household Head/his (her) spouse"
[1] "a1_1 || 9 || Non-relative"
[1] "a1_2 || 1 || Household Head"
[1] "a1_2 || 2 || Spouse of the Housheold Head"
[1] "a1_2 || 3 || Child and step child, or daughter/son- in-law of the Househo"
[1] "a1_2 || 4 || Parent or grandparent of the Household Head/his (her) spouse"
[1] "a1_2 || 5 || Brother or sister of the Household Head/his (her) spouse"
[1] "a1_2 || 6 || Grandchild of the Household Head/his (her) spouse"
[1] "a1_2 || 7 || Uncle or aunt, or nieces and nephews of the Household Head/h"
[1] "a1_2 || 8 || Other relative of the Household Head/his (her) spouse"
[1] "a1_2 || 9 || Non-relative"
[1] "a1_3 || 1 || Household Head"
[1] "a1_3 || 2 || Spouse of the Housheold Head"
[1] "a1_3 || 3 || Child and step child, or daughter/son- in-law of the Househo"
[1] "a1_3 || 4 || Parent or grandparent of the Household Head/his (her) spouse"
[1] "a1_3 || 5 || Brother or sister of the Household Head/his (her) spouse"
[1] "a1_3 || 6 || Grandchild of the Household Head/his (her) spouse"
[1] "a1_3 || 7 || Uncle or aunt, or nieces and nephews of the Household Head/h"
[1] "a1_3 || 8 || Other relative of the Household Head/his (her) spouse"
[1] "a1_3 || 9 || Non-relative"
[1] "a1_4 || 1 || Household Head"
[1] "a1_4 || 2 || Spouse of the Housheold Head"
[1] "a1_4 || 3 || Child and step child, or daughter/son- in-law of the Househo"
[1] "a1_4 || 4 || Parent or grandparent of the Household Head/his (her) spouse"
[1] "a1_4 || 5 || Brother or sister of the Household Head/his (her) spouse"
[1] "a1_4 || 6 || Grandchild of the Household Head/his (her) spouse"
[1] "a1_4 || 7 || Uncle or aunt, or nieces and nephews of the Household Head/h"
[1] "a1_4 || 8 || Other relative of the Household Head/his (her) spouse"
[1] "a1_4 || 9 || Non-relative"
[1] "a1_5 || 1 || Household Head"
[1] "a1_5 || 2 || Spouse of the Housheold Head"
[1] "a1_5 || 3 || Child and step child, or daughter/son- in-law of the Househo"
[1] "a1_5 || 4 || Parent or grandparent of the Household Head/his (her) spouse"
[1] "a1_5 || 5 || Brother or sister of the Household Head/his (her) spouse"
[1] "a1_5 || 6 || Grandchild of the Household Head/his (her) spouse"
[1] "a1_5 || 7 || Uncle or aunt, or nieces and nephews of the Household Head/h"
[1] "a1_5 || 8 || Other relative of the Household Head/his (her) spouse"
[1] "a1_5 || 9 || Non-relative"
[1] "a1_6 || 1 || Household Head"
[1] "a1_6 || 2 || Spouse of the Housheold Head"
[1] "a1_6 || 3 || Child and step child, or daughter/son- in-law of the Househo"
[1] "a1_6 || 4 || Parent or grandparent of the Household Head/his (her) spouse"
[1] "a1_6 || 5 || Brother or sister of the Household Head/his (her) spouse"
[1] "a1_6 || 6 || Grandchild of the Household Head/his (her) spouse"
[1] "a1_6 || 7 || Uncle or aunt, or nieces and nephews of the Household Head/h"
[1] "a1_6 || 8 || Other relative of the Household Head/his (her) spouse"
[1] "a1_6 || 9 || Non-relative"
[1] "a1_7 || 1 || Household Head"
[1] "a1_7 || 2 || Spouse of the Housheold Head"
[1] "a1_7 || 3 || Child and step child, or daughter/son- in-law of the Househo"
[1] "a1_7 || 4 || Parent or grandparent of the Household Head/his (her) spouse"
[1] "a1_7 || 5 || Brother or sister of the Household Head/his (her) spouse"
[1] "a1_7 || 6 || Grandchild of the Household Head/his (her) spouse"
[1] "a1_7 || 7 || Uncle or aunt, or nieces and nephews of the Household Head/h"
[1] "a1_7 || 8 || Other relative of the Household Head/his (her) spouse"
[1] "a1_7 || 9 || Non-relative"
[1] "a1_8 || 1 || Household Head"
[1] "a1_8 || 2 || Spouse of the Housheold Head"
[1] "a1_8 || 3 || Child and step child, or daughter/son- in-law of the Househo"
[1] "a1_8 || 4 || Parent or grandparent of the Household Head/his (her) spouse"
[1] "a1_8 || 5 || Brother or sister of the Household Head/his (her) spouse"
[1] "a1_8 || 6 || Grandchild of the Household Head/his (her) spouse"
[1] "a1_8 || 7 || Uncle or aunt, or nieces and nephews of the Household Head/h"
[1] "a1_8 || 8 || Other relative of the Household Head/his (her) spouse"
[1] "a1_8 || 9 || Non-relative"
[1] "a1_9 || 1 || Household Head"
[1] "a1_9 || 2 || Spouse of the Housheold Head"
[1] "a1_9 || 3 || Child and step child, or daughter/son- in-law of the Househo"
